sale_id,product_id,sale_date,quantity,region
2194,38,2024-11-04,3,West
2195,32,2024-07-31,4,North
2196,19,2024-11-05,1,East
2197,39,2024-06-11,1,East
2198,17,2024-07-18,1,West
2199,3,2024-07-04,2,East
2200,50,2024-09-27,2,North
2201,40,2024-05-27,3,East
2202,39,2024-02-01,2,South
2203,19,2024-01-04,3,North
2204,22,2024-11-05,1,West
2205,21,2024-09-30,2,South
2206,12,2024-08-31,2,West
2207,1,2024-10-11,1,East
2208,30,2024-09-18,2,East
2209,27,2024-03-10,3,East
2210,49,2024-03-29,4,South
2211,2,2024-10-14,1,North
2212,49,2024-11-20,1,East
2213,45,2024-01-29,1,East
2214,26,2024-07-29,2,West
2215,1,2024-12-09,2,East
2216,11,2024-04-22,2,East
2217,7,2024-12-08,3,North
2218,50,2024-03-28,3,West
2219,21,2024-03-11,2,East
2220,15,2024-11-04,5,East
2221,47,2024-07-02,1,East
2222,4,2024-12-23,2,South
2223,43,2024-05-21,1,North
2224,7,2024-11-24,3,South
2225,30,2024-11-12,1,West
2226,24,2024-10-19,3,East
2227,2,2024-05-21,3,East
2228,3,2024-09-14,2,East
2229,26,2024-06-15,2,West
2230,5,2024-11-02,3,North
2231,7,2024-11-24,1,East
2232,3,2024-12-27,4,South
2233,46,2024-05-01,1,North
2234,19,2024-08-14,3,South
2235,9,2024-10-02,1,East
2236,33,2024-03-08,3,East
2237,34,2024-05-18,3,West
2238,34,2024-10-03,2,East
2239,30,2024-08-30,1,East
2240,4,2024-05-16,5,South
2241,48,2024-08-27,1,East
2242,10,2024-03-08,2,North
2243,9,2024-11-21,2,South
2244,1,2024-11-14,1,East
2245,37,2024-10-27,1,South
2246,47,2024-12-15,1,South
2247,40,2024-05-18,3,North
2248,31,2024-03-24,2,West
2249,43,2024-08-07,1,South
2250,47,2024-09-14,1,West
2251,50,2024-10-08,1,North
2252,38,2024-02-22,2,South
2253,42,2024-02-25,1,North
2254,49,2024-04-10,1,East
2255,48,2024-10-26,2,South
2256,44,2024-04-17,3,East
2257,5,2024-11-08,2,West
2258,41,2024-12-05,4,West
2259,25,2024-06-02,1,North
2260,3,2024-08-24,1,East
2261,40,2024-06-27,1,South
2262,17,2024-01-14,1,West
2263,26,2024-03-04,2,South
2264,14,2024-09-09,3,East
2265,24,2024-10-10,1,East
2266,26,2024-09-09,2,South
2267,25,2024-03-23,4,South
2268,28,2024-11-22,2,North
2269,37,2024-02-01,1,East
2270,4,2024-07-01,2,East
2271,18,2024-08-30,2,North
2272,16,2024-05-06,1,West
2273,5,2024-08-12,4,West
2274,17,2024-04-25,1,West
2275,28,2024-03-20,4,East
2276,10,2024-06-08,1,East
2277,32,2024-12-11,2,West
2278,23,2024-01-15,2,East
2279,13,2024-05-23,3,South
2280,15,2024-12-29,1,East
2281,48,2024-05-23,1,North
2282,39,2024-01-17,1,West
2283,7,2024-12-04,1,South
2284,26,2024-08-21,2,South
2285,36,2024-04-12,1,East
2286,27,2024-06-13,3,West
2287,11,2024-11-18,4,North
2288,44,2024-01-07,1,East
2289,15,2024-12-03,5,West
2290,26,2024-04-17,1,South
2291,34,2024-05-26,2,South
2292,34,2024-03-04,3,North
2293,3,2024-08-06,1,South
2294,31,2024-03-29,1,North
2295,8,2024-04-13,4,East
2296,36,2024-09-09,1,North
2297,7,2024-08-23,2,East
2298,13,2024-12-31,2,North
2299,6,2024-06-08,2,West
2300,7,2024-12-31,2,East
2301,41,2024-03-24,4,South
2302,24,2024-08-23,2,South
2303,23,2024-07-31,2,South
2304,29,2024-10-12,1,West
2305,8,2024-09-03,2,South
2306,32,2024-06-03,1,North
2307,38,2024-01-19,2,West
2308,35,2024-03-21,1,West
2309,5,2024-04-10,1,East
2310,8,2024-11-23,5,South
2311,41,2024-08-23,3,East
2312,39,2024-07-27,2,North
2313,23,2024-08-09,1,East
2314,31,2024-01-25,2,South
2315,28,2024-06-04,1,East
2316,39,2024-01-15,1,North
2317,37,2024-03-30,2,North
2318,11,2024-12-21,3,East
2319,17,2024-04-19,1,South
2320,17,2024-10-25,2,East
2321,32,2024-04-11,4,South
2322,26,2024-12-03,1,East
2323,39,2024-08-30,1,West
2324,49,2024-04-17,3,North
2325,8,2024-06-12,1,South
2326,13,2024-07-06,1,East
2327,8,2024-05-09,1,East
2328,20,2024-12-15,4,South
2329,28,2024-01-17,1,West
2330,10,2024-02-29,2,East
2331,32,2024-07-23,1,East
2332,43,2024-05-13,1,East
2333,6,2024-08-31,2,South
2334,46,2024-06-08,3,North
2335,1,2024-07-09,2,West
2336,5,2024-10-15,1,West
2337,38,2024-02-18,1,North
2338,8,2024-11-15,1,North
2339,21,2024-12-22,1,East
2340,26,2024-06-09,1,North
2341,28,2024-06-11,4,West
2342,50,2024-06-03,1,North
2343,3,2024-11-26,1,North
2344,50,2024-03-11,1,East
2345,1,2024-07-13,1,North
2346,23,2024-01-22,1,North
2347,7,2024-12-13,1,West
2348,20,2024-05-16,3,South
2349,14,2024-09-19,2,South
2350,29,2024-05-19,2,West
2351,29,2024-04-06,1,North
2352,17,2024-09-08,2,North
2353,43,2024-11-21,2,West
2354,43,2024-01-19,2,West
2355,41,2024-09-17,1,West
2356,43,2024-06-23,1,West
2357,40,2024-01-15,1,East
2358,16,2024-11-20,1,East
2359,22,2024-11-24,2,East
2360,5,2024-09-12,2,East
2361,41,2024-05-12,1,South
2362,11,2024-05-16,2,West
2363,49,2024-01-13,1,South
2364,18,2024-07-05,1,West
2365,7,2024-11-05,2,East
2366,5,2024-12-26,4,South
2367,40,2024-04-26,1,South
2368,6,2024-12-01,2,West
2369,36,2024-04-12,1,West
2370,49,2024-07-23,3,North
2371,11,2024-06-07,1,North
2372,9,2024-08-02,1,East
2373,9,2024-10-26,1,East
2374,8,2024-01-31,1,North
2375,16,2024-05-10,2,East
2376,42,2024-09-06,1,North
2377,10,2024-09-15,1,West
2378,10,2024-12-04,3,South
2379,8,2024-05-23,1,North
2380,44,2024-05-18,1,East
2381,7,2024-12-21,1,South
2382,17,2024-05-06,2,East
2383,11,2024-10-17,2,West
2384,1,2024-10-19,1,West
2385,9,2024-01-14,1,North
2386,40,2024-12-30,1,South
2387,48,2024-04-21,1,West
2388,38,2024-11-28,2,North
2389,42,2024-12-15,1,North
2390,6,2024-06-12,1,North
2391,50,2024-03-24,1,North
2392,39,2024-06-15,5,West
2393,50,2024-12-26,3,East
2394,45,2024-03-17,1,East
2395,46,2024-10-13,1,North
2396,24,2024-09-02,1,South
2397,4,2024-04-09,3,East
2398,32,2024-06-11,1,North
2399,18,2024-05-17,2,North
2400,23,2024-10-08,4,East
2401,10,2024-01-22,2,West
2402,22,2024-07-10,2,West
2403,45,2024-02-02,4,West
2404,5,2024-08-02,1,North
2405,6,2024-05-26,4,West
2406,31,2024-10-09,1,West
2407,27,2024-08-16,2,East
2408,22,2024-10-23,1,West
2409,3,2024-03-14,1,East
2410,4,2024-06-24,1,East
2411,16,2024-04-18,1,South
2412,47,2024-05-19,1,South
2413,49,2024-05-12,1,East
2414,33,2024-01-15,1,North
2415,36,2024-10-07,2,South
2416,32,2024-02-16,1,North
2417,40,2024-07-02,1,West
2418,1,2024-05-18,2,South
2419,5,2024-03-11,5,South
2420,32,2024-08-12,1,West
2421,37,2024-03-22,3,West
2422,30,2024-06-18,1,North
2423,48,2024-10-19,1,West
2424,36,2024-09-13,1,North
2425,48,2024-08-15,1,East
2426,44,2024-03-09,1,West
2427,24,2024-12-10,1,East
2428,27,2024-07-13,2,East
2429,20,2024-06-27,1,West
2430,42,2024-10-12,2,West
2431,10,2024-03-07,2,North
2432,44,2024-12-01,2,East
2433,16,2024-08-20,1,West
2434,16,2024-01-30,4,West
2435,26,2024-08-07,1,West
2436,2,2024-12-19,3,North
2437,25,2024-03-02,3,North
2438,20,2024-01-03,1,North
2439,37,2024-05-31,1,North
2440,27,2024-06-09,1,South
2441,10,2024-11-22,2,North
2442,7,2024-04-02,2,West
2443,11,2024-10-29,1,North
2444,24,2024-07-31,1,South
2445,37,2024-01-08,1,North
2446,48,2024-04-23,4,East
2447,16,2024-02-07,1,South
2448,31,2024-01-28,3,South
2449,18,2024-04-26,1,West
2450,25,2024-04-12,1,West
2451,28,2024-11-15,2,West
2452,9,2024-11-08,2,East
2453,25,2024-06-25,1,South
2454,7,2024-03-28,1,East
2455,39,2024-07-21,3,East
2456,16,2024-10-19,3,South
2457,29,2024-09-21,3,North
2458,39,2024-11-01,2,North
2459,9,2024-12-01,2,East
2460,23,2024-12-09,4,West
2461,42,2024-03-14,2,West
2462,18,2024-08-09,1,North
2463,24,2024-04-20,2,West
2464,37,2024-12-08,2,West
2465,26,2024-03-13,1,South
2466,30,2024-09-20,2,West
2467,32,2024-02-05,1,South
2468,10,2024-02-26,1,East
2469,18,2024-10-14,2,North
2470,6,2024-10-17,2,West
2471,33,2024-01-09,4,North
2472,21,2024-09-03,1,East
2473,12,2024-05-21,3,South
2474,42,2024-12-11,2,South
2475,12,2024-12-18,1,South
2476,27,2024-11-04,1,West
2477,43,2024-04-02,2,North
2478,26,2024-07-26,1,North
2479,15,2024-09-27,1,West
2480,7,2024-02-21,1,East
2481,41,2024-12-07,4,South
2482,19,2024-05-27,2,South
2483,24,2024-09-02,1,West
2484,48,2024-07-25,1,South
2485,18,2024-09-24,1,East
2486,27,2024-04-19,1,West
2487,8,2024-12-20,3,West
2488,29,2024-01-24,1,West
2489,33,2024-10-08,1,North
2490,3,2024-03-03,1,South
2491,23,2024-10-27,3,South
2492,28,2024-01-27,5,South
2493,15,2024-01-09,2,West
2494,17,2024-06-17,1,West
2495,12,2024-08-16,2,North
2496,17,2024-10-19,4,West
2497,31,2024-07-27,2,South
2498,21,2024-07-10,3,East
2499,37,2024-08-31,4,North
2500,10,2024-05-21,2,East
2501,38,2024-03-29,2,North
2502,32,2024-09-06,1,South
2503,8,2024-03-18,4,West
2504,10,2024-10-25,1,West
2505,8,2024-11-02,1,West
2506,2,2024-01-15,1,East
2507,12,2024-01-24,2,East
2508,11,2024-07-09,3,South
2509,32,2024-04-12,1,South
2510,14,2024-02-10,1,West
2511,12,2024-07-17,3,South
2512,10,2024-12-31,2,East
2513,37,2024-01-05,1,East
2514,46,2024-10-31,1,North
2515,18,2024-10-21,4,West
2516,20,2024-07-01,1,West
2517,16,2024-08-21,3,South
2518,6,2024-04-13,1,North
2519,43,2024-11-15,2,South
2520,26,2024-04-30,1,East
2521,10,2024-11-28,1,South
2522,49,2024-12-24,5,South
2523,32,2024-01-23,1,West
2524,39,2024-10-17,3,West
2525,45,2024-05-17,1,West
2526,16,2024-03-11,2,East
2527,6,2024-01-02,3,West
2528,21,2024-06-28,2,South
2529,47,2024-09-27,3,East
2530,5,2024-11-02,1,North
2531,8,2024-06-15,1,South
2532,17,2024-04-08,1,North
2533,33,2024-07-05,2,East
2534,15,2024-09-27,3,North
2535,34,2024-11-06,1,West
2536,16,2024-11-07,1,West
2537,22,2024-09-22,3,North
2538,4,2024-10-18,1,East
2539,33,2024-02-22,1,South
2540,50,2024-12-16,1,South
2541,34,2024-01-02,1,South
2542,27,2024-09-10,1,West
2543,20,2024-12-30,3,South
2544,41,2024-03-11,1,North
2545,30,2024-01-03,1,South
2546,24,2024-08-07,1,South
2547,12,2024-01-20,1,West
2548,28,2024-07-21,1,West
2549,21,2024-12-01,1,North
2550,28,2024-02-18,1,South
2551,25,2024-06-08,1,North
2552,2,2024-12-05,1,East
2553,34,2024-10-14,1,East
2554,14,2024-03-04,4,South
2555,25,2024-11-06,1,East
2556,40,2024-10-14,5,North
2557,9,2024-11-10,2,North
2558,30,2024-08-23,1,East
2559,21,2024-02-10,1,North
2560,49,2024-07-28,5,North
2561,2,2024-11-15,2,East
2562,44,2024-10-23,2,North
2563,29,2024-11-28,2,East
2564,6,2024-11-14,2,South
2565,39,2024-02-24,3,East
2566,6,2024-09-30,4,South
2567,2,2024-02-17,1,East
2568,28,2024-02-17,4,East
2569,21,2024-08-23,4,East
2570,6,2024-12-15,5,East
2571,41,2024-10-26,1,South
2572,14,2024-09-16,1,West
2573,39,2024-02-02,4,East
2574,18,2024-04-24,4,South
2575,46,2024-05-21,1,South
2576,42,2024-07-02,1,West
2577,24,2024-10-20,1,East
2578,27,2024-04-11,1,East
2579,32,2024-01-21,1,North
2580,49,2024-11-25,1,East
2581,50,2024-11-17,2,West
2582,25,2024-05-13,2,South
2583,21,2024-02-04,3,West
2584,35,2024-10-21,1,South
2585,43,2024-09-11,3,East
2586,17,2024-05-01,3,West
2587,12,2024-12-14,3,North
2588,30,2024-07-19,2,South
2589,40,2024-02-27,3,North
2590,20,2024-01-22,1,East
2591,21,2024-07-19,5,West
2592,29,2024-09-17,5,West
2593,40,2024-09-14,4,West
2594,13,2024-05-30,3,East
2595,48,2024-06-23,2,North
2596,4,2024-08-28,2,West
2597,21,2024-12-25,2,North
2598,38,2024-04-02,1,North
2599,41,2024-03-16,2,West
2600,25,2024-05-12,2,West
2601,31,2024-01-14,1,North
2602,46,2024-11-09,2,West
2603,23,2024-10-31,3,North
2604,18,2024-03-14,2,South
2605,11,2024-11-04,1,South
2606,50,2024-03-15,1,East
2607,3,2024-12-07,1,South
2608,42,2024-03-17,2,North
2609,3,2024-10-27,1,West
2610,7,2024-01-30,3,North
2611,43,2024-05-27,1,West
2612,19,2024-12-14,2,East
2613,48,2024-03-23,2,East
2614,39,2024-10-06,2,West
2615,42,2024-03-14,1,West
2616,38,2024-10-22,1,South
2617,33,2024-09-26,3,North
2618,9,2024-10-29,1,West
2619,35,2024-09-17,1,South
2620,40,2024-05-27,1,North
2621,8,2024-03-08,1,North
2622,47,2024-05-15,2,East
2623,13,2024-10-21,1,East
2624,23,2024-05-28,1,East
2625,19,2024-01-05,5,South
2626,29,2024-06-04,1,North
2627,19,2024-11-14,4,East
2628,43,2024-11-23,2,East
2629,19,2024-04-21,2,East
2630,50,2024-07-10,1,North
2631,46,2024-02-11,2,West
2632,5,2024-05-23,2,West
2633,46,2024-07-18,2,East
2634,21,2024-07-24,1,South
2635,22,2024-02-25,1,East
2636,5,2024-09-17,1,East
2637,47,2024-12-20,1,South
2638,47,2024-07-31,2,South
2639,9,2024-03-22,1,South
2640,48,2024-05-23,4,South
2641,33,2024-02-07,1,East
2642,15,2024-09-29,3,West
2643,46,2024-06-25,1,West
2644,47,2024-08-04,2,East
2645,29,2024-08-05,1,South
2646,11,2024-05-16,1,North
2647,29,2024-08-13,1,South
2648,1,2024-01-12,3,South
2649,6,2024-09-28,1,East
2650,17,2024-06-07,1,East
2651,13,2024-04-03,1,South
2652,37,2024-10-04,1,North
2653,41,2024-05-04,1,East
2654,5,2024-12-24,1,North
2655,38,2024-07-27,1,North
2656,28,2024-08-20,5,East
2657,11,2024-04-18,4,North
2658,18,2024-09-27,1,North
2659,27,2024-09-23,1,South
2660,6,2024-01-03,3,West
2661,50,2024-08-03,3,West
2662,9,2024-01-29,1,North
2663,30,2024-01-26,2,North
2664,27,2024-07-31,1,East
2665,23,2024-05-26,3,South
2666,33,2024-06-03,3,West
2667,28,2024-08-12,5,East
2668,24,2024-04-21,1,North
2669,36,2024-05-01,1,East
2670,11,2024-02-06,1,North
2671,22,2024-09-24,1,South
2672,46,2024-05-08,1,East
2673,30,2024-03-17,1,West
2674,37,2024-08-24,1,South
2675,12,2024-03-12,3,West
2676,19,2024-01-12,2,West
2677,8,2024-08-22,1,South
2678,43,2024-03-15,3,West
2679,8,2024-12-15,4,South
2680,23,2024-04-01,1,West
2681,25,2024-02-16,1,West
2682,25,2024-01-18,4,North
2683,46,2024-04-02,3,North
2684,33,2024-03-17,1,North
2685,21,2024-10-26,2,West
2686,8,2024-03-26,5,West
2687,8,2024-04-21,1,East
2688,45,2024-02-02,2,South
2689,50,2024-10-06,2,North
2690,47,2024-10-15,4,North
2691,42,2024-10-05,3,South
2692,26,2024-07-21,1,North
2693,43,2024-12-11,1,South
2694,37,2024-12-10,1,West
2695,16,2024-07-17,2,East
2696,30,2024-03-08,2,West
2697,16,2024-04-05,1,North
2698,5,2024-01-09,2,West
2699,42,2024-03-05,3,West
2700,23,2024-06-15,2,North
2701,19,2024-12-05,1,East
2702,8,2024-10-20,2,East
2703,17,2024-10-06,2,North
2704,2,2024-01-21,2,West
2705,6,2024-01-08,4,South
2706,31,2024-07-10,1,North
2707,14,2024-01-29,1,North
2708,9,2024-10-25,2,West
2709,24,2024-06-18,2,North
2710,18,2024-07-08,1,West
2711,43,2024-12-18,1,East
2712,50,2024-08-30,2,East
2713,4,2024-06-20,3,West
2714,49,2024-06-18,2,West
2715,22,2024-06-15,3,East
2716,18,2024-07-18,3,North
2717,39,2024-10-18,4,West
2718,29,2024-08-30,4,East
2719,44,2024-06-20,1,South
2720,26,2024-03-23,2,East
2721,27,2024-01-20,1,West
2722,3,2024-10-11,1,East
2723,30,2024-05-31,4,North
2724,46,2024-02-29,1,South
2725,50,2024-12-04,1,North
2726,26,2024-06-24,1,West
2727,26,2024-08-28,2,North
2728,25,2024-02-21,3,North
2729,3,2024-12-08,2,South
2730,36,2024-11-04,1,South
2731,10,2024-02-19,3,North
2732,33,2024-10-17,1,East
2733,20,2024-04-08,1,North
2734,42,2024-09-20,1,North
2735,35,2024-04-03,4,East
2736,34,2024-09-23,3,East
2737,16,2024-12-16,1,West
2738,27,2024-12-17,1,South
2739,39,2024-04-18,2,South
2740,40,2024-02-19,1,East
2741,13,2024-12-19,4,West
2742,25,2024-05-01,4,East
2743,16,2024-01-16,1,East
2744,9,2024-11-03,2,South
2745,21,2024-03-19,1,East
2746,19,2024-05-01,3,East
2747,38,2024-10-20,1,West
2748,25,2024-02-23,3,West
2749,46,2024-07-29,1,West
2750,19,2024-03-30,3,East
2751,12,2024-08-23,3,East
2752,40,2024-10-06,2,East
2753,10,2024-08-23,1,North
2754,46,2024-01-08,1,South
2755,34,2024-01-29,3,North
2756,16,2024-06-29,1,West
2757,8,2024-05-01,2,South
2758,43,2024-01-18,3,East
2759,9,2024-11-09,1,West
2760,1,2024-03-18,2,South
2761,18,2024-11-17,1,East
2762,12,2024-07-31,5,East
2763,29,2024-08-08,4,North
2764,4,2024-01-08,3,East
2765,39,2024-05-17,5,North
2766,19,2024-02-28,4,North
2767,49,2024-09-15,2,North
2768,6,2024-12-12,1,West
2769,26,2024-07-22,1,East
2770,8,2024-06-18,1,East
2771,40,2024-06-23,2,East
2772,10,2024-01-05,2,North
2773,22,2024-09-19,1,North
2774,26,2024-05-07,2,North
2775,18,2024-05-18,1,South
2776,20,2024-04-20,1,North
2777,46,2024-06-01,3,East
2778,6,2024-08-04,1,West
2779,22,2024-07-04,4,West
2780,33,2024-01-09,1,West
2781,14,2024-09-04,1,North
2782,18,2024-12-24,2,North
2783,9,2024-01-10,3,South
2784,36,2024-03-13,2,West
2785,20,2024-08-18,2,South
2786,4,2024-12-04,2,West
2787,2,2024-11-27,1,East
2788,42,2024-01-23,1,South
2789,19,2024-10-24,1,West
2790,27,2024-05-07,3,South
2791,23,2024-06-02,2,West
2792,21,2024-03-30,3,North
2793,48,2024-01-14,1,North
2794,46,2024-12-20,1,South
2795,22,2024-06-26,2,East
2796,24,2024-01-19,3,North
2797,47,2024-08-19,4,West
2798,27,2024-04-07,3,South
2799,36,2024-09-12,5,East
2800,41,2024-04-13,1,North
2801,6,2024-11-16,3,West
2802,18,2024-12-17,4,West
2803,33,2024-10-18,1,North
2804,14,2024-04-15,3,South
2805,46,2024-09-12,1,West
2806,25,2024-10-17,2,East
2807,38,2024-10-15,1,North
2808,34,2024-10-14,3,West
2809,27,2024-07-07,2,East
2810,19,2024-05-30,5,South
2811,5,2024-05-04,2,North
2812,41,2024-12-12,1,West
2813,22,2024-08-01,2,South
2814,31,2024-08-11,1,North
2815,39,2024-07-05,1,West
2816,35,2024-10-09,3,South
2817,25,2024-05-29,1,North
2818,8,2024-12-02,5,East
2819,11,2024-07-27,4,West
2820,15,2024-03-19,2,North
2821,35,2024-09-01,2,South
2822,21,2024-08-15,3,South
2823,24,2024-08-26,1,South
2824,26,2024-08-12,2,East
2825,1,2024-12-23,2,North
2826,41,2024-10-24,4,North
2827,49,2024-05-24,1,East
2828,43,2024-06-07,3,East
2829,25,2024-07-25,1,East
2830,36,2024-10-07,2,South
2831,41,2024-10-30,1,East
2832,43,2024-02-26,2,South
2833,38,2024-05-26,1,South
2834,9,2024-03-26,5,East
2835,8,2024-04-26,2,North
2836,1,2024-11-10,3,East
2837,8,2024-05-11,3,West
2838,10,2024-11-28,1,West
2839,7,2024-11-04,2,South
2840,37,2024-02-16,4,East
2841,20,2024-01-30,1,West
2842,35,2024-04-09,2,West
2843,14,2024-02-28,2,East
2844,39,2024-02-02,1,West
2845,7,2024-03-07,2,North
2846,29,2024-10-24,1,South
2847,48,2024-11-18,1,North
2848,40,2024-02-28,2,East
2849,7,2024-12-15,1,North
2850,23,2024-11-22,2,East
2851,8,2024-09-27,1,South
2852,10,2024-11-07,2,South
2853,28,2024-04-06,3,East
2854,36,2024-04-28,1,South
2855,8,2024-06-12,1,South
2856,27,2024-12-21,1,East
2857,16,2024-05-17,3,North
2858,9,2024-12-07,1,East
2859,6,2024-09-22,3,North
2860,40,2024-06-01,1,South
2861,25,2024-08-03,1,North
2862,47,2024-09-09,1,South
2863,24,2024-07-27,2,North
2864,23,2024-08-03,1,South
2865,33,2024-08-27,1,East
2866,13,2024-02-01,1,West
2867,2,2024-11-02,1,West
2868,44,2024-12-04,3,South
2869,19,2024-02-02,2,South
2870,1,2024-11-18,1,North
2871,7,2024-11-09,4,West
2872,28,2024-10-05,3,West
2873,14,2024-07-06,1,North
2874,24,2024-08-12,2,North
2875,2,2024-06-06,1,West
2876,7,2024-12-30,3,East
2877,5,2024-04-24,2,East
2878,22,2024-02-11,1,North
2879,22,2024-03-21,1,West
2880,37,2024-10-30,2,East
2881,48,2024-02-19,4,South
2882,34,2024-01-09,1,West
2883,1,2024-12-02,3,East
2884,8,2024-03-12,1,North
2885,36,2024-01-07,1,West
2886,30,2024-08-09,2,West
2887,29,2024-07-11,1,South
2888,4,2024-12-21,1,North
2889,42,2024-12-02,5,East
2890,28,2024-10-17,2,North
2891,1,2024-12-12,1,North
2892,7,2024-12-06,3,North
2893,15,2024-03-29,2,East
2894,37,2024-08-03,1,East
2895,40,2024-11-17,4,East
2896,21,2024-09-16,3,South
2897,45,2024-05-05,1,North
2898,17,2024-11-16,4,East
2899,36,2024-09-30,2,North
2900,10,2024-09-14,2,North
2901,18,2024-01-23,2,South
2902,42,2024-05-26,1,East
2903,47,2024-10-07,4,East
2904,2,2024-11-03,4,South
2905,9,2024-06-10,2,South
2906,36,2024-03-02,1,West
2907,9,2024-07-11,1,East
2908,19,2024-09-24,3,North
2909,7,2024-09-08,3,North
2910,29,2024-07-07,3,South
2911,1,2024-02-14,2,South
2912,30,2024-09-30,1,West
2913,9,2024-10-19,4,West
2914,50,2024-12-29,1,South
2915,24,2024-05-04,2,West
2916,11,2024-03-27,2,North
2917,29,2024-08-07,4,North
2918,10,2024-11-02,2,West
2919,20,2024-09-18,1,North
2920,2,2024-10-16,3,West
2921,33,2024-07-07,1,South
2922,17,2024-07-27,1,West
2923,29,2024-06-07,2,East
2924,30,2024-09-13,1,East
2925,19,2024-01-30,3,West
2926,48,2024-02-11,1,East
2927,42,2024-08-22,1,South
2928,17,2024-08-05,2,North
2929,3,2024-02-27,2,South
2930,8,2024-12-26,3,South
2931,44,2024-10-04,1,East
2932,34,2024-06-02,2,East
2933,9,2024-10-14,1,North
2934,9,2024-08-20,1,North
2935,29,2024-02-26,4,South
2936,41,2024-05-11,4,South
2937,24,2024-06-25,1,South
2938,6,2024-09-28,2,South
2939,34,2024-12-12,2,East
2940,34,2024-12-16,4,North
2941,6,2024-12-14,1,West
2942,10,2024-11-04,1,West
2943,40,2024-02-29,4,North
2944,1,2024-11-28,1,West
2945,50,2024-02-03,3,East
2946,39,2024-07-27,1,South
2947,26,2024-10-17,1,South
2948,12,2024-01-18,2,East
2949,24,2024-03-15,3,East
2950,34,2024-08-29,2,West
2951,33,2024-12-08,1,East
2952,17,2024-01-09,1,East
2953,21,2024-12-06,2,West
2954,8,2024-01-18,2,East
2955,31,2024-02-16,2,West
2956,5,2024-10-05,2,North
2957,25,2024-05-26,2,South
2958,9,2024-12-07,1,North
2959,25,2024-03-05,2,West
2960,35,2024-12-06,1,South
2961,16,2024-11-20,4,North
2962,5,2024-05-25,4,West
2963,25,2024-06-06,2,South
2964,35,2024-01-21,3,South
2965,17,2024-05-27,2,East
2966,3,2024-08-30,1,North
2967,8,2024-11-08,3,South
2968,38,2024-04-14,1,North
2969,48,2024-02-08,3,West
2970,49,2024-01-06,1,North
2971,41,2024-09-26,1,East
2972,16,2024-01-15,2,North
2973,39,2024-12-10,4,North
2974,13,2024-03-23,3,South
2975,21,2024-06-03,1,East
2976,3,2024-01-20,1,East
2977,27,2024-04-25,3,South
2978,50,2024-04-29,2,East
2979,9,2024-01-16,2,South
2980,17,2024-10-09,2,South
2981,1,2024-11-20,3,North
2982,31,2024-11-20,2,East
2983,42,2024-03-24,2,East
2984,4,2024-10-29,2,East
2985,31,2024-10-25,2,West
2986,26,2024-06-20,1,South
2987,10,2024-01-14,1,North
2988,3,2024-10-19,2,East
2989,41,2024-04-24,1,South
2990,12,2024-04-23,2,North
2991,1,2024-10-19,2,North
2992,43,2024-08-06,1,East
2993,7,2024-05-02,3,South
2994,48,2024-07-11,1,West
2995,5,2024-12-31,1,West
2996,7,2024-03-07,1,North
2997,31,2024-10-12,3,North
2998,35,2024-12-28,1,South
2999,27,2024-08-13,2,North
3000,2,2024-09-02,1,North
3001,16,2024-03-13,4,South
3002,44,2024-03-08,1,East
3003,36,2024-06-20,5,South
3004,19,2024-10-13,1,East
3005,1,2024-11-02,4,West
3006,8,2024-10-19,2,East
3007,28,2024-04-30,1,South
3008,38,2024-08-27,1,South
3009,3,2024-09-30,1,North
3010,22,2024-06-21,2,West
3011,38,2024-04-27,4,South
3012,9,2024-09-09,1,North
3013,46,2024-02-23,1,South
3014,44,2024-11-03,1,West
3015,5,2024-01-26,2,South
3016,23,2024-10-14,1,North
3017,10,2024-11-15,2,South
3018,45,2024-02-10,1,South
3019,11,2024-02-15,4,North
3020,37,2024-08-16,1,East
3021,23,2024-10-14,2,West
3022,39,2024-03-04,1,East
3023,30,2024-08-18,1,North
3024,8,2024-05-25,4,West
3025,6,2024-03-28,1,East
3026,16,2024-03-03,1,North
3027,22,2024-07-26,3,West
3028,40,2024-07-16,1,North
3029,4,2024-07-12,1,West
3030,44,2024-12-31,1,South
3031,32,2024-01-29,1,South
3032,47,2024-10-08,1,West
3033,49,2024-11-03,1,West
3034,3,2024-10-04,2,West
3035,31,2024-04-20,1,West
3036,47,2024-03-27,1,North
3037,25,2024-05-18,3,North
3038,39,2024-05-28,2,North
3039,31,2024-10-19,2,North
3040,8,2024-11-12,1,West
3041,41,2024-03-01,1,South
3042,1,2024-01-31,2,South
3043,36,2024-02-06,2,South
3044,47,2024-06-26,1,North
3045,41,2024-11-24,1,South
3046,21,2024-05-11,1,North
3047,8,2024-03-15,1,West
3048,7,2024-12-22,5,West
3049,8,2024-12-25,1,West
3050,22,2024-06-04,1,North
3051,30,2024-07-05,2,South
3052,20,2024-04-21,2,North
3053,16,2024-07-22,1,North
3054,7,2024-12-21,1,South
3055,3,2024-03-08,2,West
3056,15,2024-07-03,2,South
3057,48,2024-05-23,2,South
3058,30,2024-11-11,1,West
3059,25,2024-05-07,2,South
3060,26,2024-06-17,1,East
3061,20,2024-06-29,4,South
3062,42,2024-04-21,1,East
3063,8,2024-07-29,1,West
3064,1,2024-02-08,1,South
3065,7,2024-12-26,1,South
3066,18,2024-08-22,2,East
